index,text,labels
181,I can understand how you feel about what I’ve said,1
182,I do apologize,1
183,I don't know what to say,1
184,I really am most terribly sorry,1
185,I regret...,1
186,I take all the blame,1
187,Pardon me!,1
188,Please accept my apologies,1
189,Please excuse my behavior,1
190,I now realize that I shouldn't have done that,1
191,I'm sure you must be disappointed in me,1
192,Please don't be mad,1
193,I accept that I am to blame,1
194,I am such an idiot,1
195,I am sorry to have disappointed you,1
196,I apologize wholeheartedly,1
197,I cannot say how sorry I am,1
198,I have reflected on my actions and I regret them,1
199,I know it was wrong of me to speak like that,1
200,"If I could turn back the clock, I would have behaved differently",1
201,It was a bit insensitive of me,1
202,Please accept my sincere apologies,1
203,There is no excuse for my actions,1
204,You are right to blame me,1
205,You must forgive me,1
206,I have let you down,1
207,I know it was thoughtless of me,1
208,D'oh!,1
209,I can see how you might be annoyed by what I did,1
210,I can't believe I was such insenstive,1
211,I don't know what came over me,1
212,I don't know what got into me,1
213,I just want the ground to swallow me up,1
214,I take full responsibility,1
215,I think I went a bit too far,1
216,I was in the wrong,1
217,I messed up,1
218,I would like to express my regret,1
219,I'm happy to take my share of the blame,1
220,"If I could take it all back, I would",1
221,It was inexcusable,1
222,"It's unforgivable, I know",1
223,Please don't hold a grudge,1
224,Don't hold this against me,1
225,Silly me!,1
226,Can you please tell me the time?,2
227,Could you write down the name and address of the contact person?,2
228,I was wondering if you could possibly meet my assistant for detailed feedback.,2
229,"Mom, can you close the door, please?",2
230,"Honey, can you please eat with your mouth closed?",2
231,Can you shut the window? The room is already too cold.,2
232,"Anna, can you bring me the newspaper, please?",2
233,"Bob, will you stop bothering mom? Shes working.",2
234,"Hey, can you please receive the parcel? Im going to take a shower.",2
235,Could you get me a cup of coffee?,2
236,Will you stop making noise? I cant concentrate on my study.,2
237,Could you feed something to the baby?,2
238,"Could you turn off the lights, please? I cant sleep.",2
239,"Teacher, would you mind giving me detailed feedback on my homework?",2
240,Can you pass me that book?,2
241,Could you please help me with my homework?,2
242,I was wondering if you could write a recommendation letter for me.,2
243,I was wondering if it would be possible for you to send me the feedback tomorrow.,2
244,Could you please keep quiet?,2
245,Can you please change your seat?,2
246,Could you show me the way to the library?,2
247,Can you please hold this book for me?,2
248,Will you pass me the ball?,2
249,Could you give me some time after lunch?,2
250,I was wondering if could reschedule the meeting next week.,2
251,Could you please send me the project files in the zip format?,2
252,Do you mind passing me the stapler?,2
253,I was wondering if it would be possible for you to write a short description of the project for our website.,2
254,Would you please take your seat?,2
255,Would you please hand me the mic?,2
256,"John, would you mind helping Sarah in preparing the draft budget? Thanks in advance!",2
257,Could you possibly meet me next week at the office?,2
258,Could you telephone me in the afternoon?,2
259,Can you add some extra cheese?,2
260,Could you please make it a double?,2
261,Excuse me! Would you mind leaving this seat for this old lady?,2
262,Do you mind passing me the salt?,2
263,Can you play some soft music?,2
264,Could you please arrange one more table for us?,2
265,I was wondering if you could cancel my order. My guests arent coming.,2
266,Could you please change this food? I can see a fly on the rice.,2
267,Would you please turn on some more lights?,2
268,Can you give us some forks?,2
269,Would you mind moving aside?,2
270,Could you please press level 5?,2
271,Could you tell me how to get to the supermarket?,2
272,Do you mind giving me a hand with my luggage?,2
273,Would you mind holding the baby for me?,2
274,I wonder if you could help me hire a taxi. Im pretty new here.,2
275,Could you please keep an eye on my dog? Ill be right back.,2
276,Could you change the destination on my ticket? Id like to go to NoHo instead of Bowery.,2
277,Could you please open the door for that old lady?,2
278,I wonder if you could drive a little faster.,2
279,Visiting your ant would really help.,2
280,Please move your car if its not too much trouble.,2
281,Can I request you move forward?,2
282,Do you have a book that you could lend me?,2
283,Have you got any interesting books that I could borrow?,2
284,Have you got time to meet me?,2
285,I dont think I can do it on my own.,2
286,I heard that you are good at Math,2
287,I need your help with cooking the dinner,2
288,Id like to request that you will clean your room,2
289,Thanks in advance for helping me in finding the address,2
290,"You can bring uncle John from the train station, cant you?",2
291,and Ill do the same for you some day.,2
292,...said you were the best person to ask for advice,2
293,Please get the things from the supermarket if its not too much trouble.,2
294,Tom suggested I ask for your help with the homework,2
295,Can I ask you to help your sister?,2
296,Could you by any chance help him fix the machine?,2
297,Do you think you could help me carry the suitcase?,2
298,I heard that you are an expert on computers and can help me,2
299,"If youre not too busy, I would love to get your feedback",2
300,"If you may reduce the commission, that would be a great help.",2
301,Would it be possible for you to examine him today?,2
302,Would you mind feeding the cat while we are on vacation?,2
303,Any assistance you could give me in this matter would be gratefully accepted.,2
304,Are you any good at mechanics?,2
305,Can I leave it to you?,2
306,"Help me to cook breakfast, will you?",2
307,"I could use some help, actually.",2
308,I have a request...,2
309,I have a favor to ask you.,2
310,I was hoping you could talk with him for me.,2
311,Id like to officially request him to join our office.,2
312,"If you want to help, you could just boil the water",2
313,You know you said you would support us?,2
314,A little bird told me you know all about real estate.,2
315,"About that favour you owe me,...",2
316,"Do me a favour, will you? ...",2
317,Heres your chance to repay me for...,2
318,I could do with some help actually.,2
319,I was hoping youd be here for fixing the door.,2
320,Is what Im asking too much?,2
321,Theres something I think you can help me with. ...,2
322,"You dont mind talking with Shelly for me, do you?",2
323,Can I borrow the book from you?,2
324,Would you mind lending me ten cents?,2
325,Can I use your phone?,2
326,Can you give me your hand?,2
327,Could I possibly use your phone?,2
328,Could you possibly help me find where the museum is?,2
329,I look forward to hearing from you soon.,2
330,I need to find my way to the train station. Can you help?,2
331,Id be very grateful if you could explain it again,2
332,May I use your help?,2
333,Can you please turn off the lights?,2
334,"Can I have a slice of pizza, please?",2
335,Please pass the salt,2
336,Can you please turn off the light?,2
337,Can you please help me with my homework?,2
338,Can you please help me with my math homework?,2
339,Please could you turn off the light?,2
340,Can you please turn off the lights?,2
341,Can you please bring me a glass of water?,2
342,Can you please pass me the salt?,2
343,I would like to request a meeting with you to discuss the project we are working on together,2
344,I would like for you to get me a drink,2
345,Katrell: Please bring me a glass of water,2
346,Please take out the trash,2
347,Can you please sign this petition?,2
348,Please could you send me the updated version of the report?,2
349,Can I have a pen?,2
350,Can you please take out the trash?,2
351,Can I get a large iced coffee with two pumps of vanilla and one pump,2
352,Saba: Can you please turn off the light?,2
353,Can you please send me the contact information for the person in charge of scheduling for your department?,2
354,I would like to request that you please stop talking during class,2
355,Can you please bring me a drink?,2
356,I would like a large order of chicken nuggets,2
357,Can I please have a glass of water?,2
358,Can you please help me with my math homework?,2
359,"Can I have a glass of water, please?",2
360,Can you please turn off the light?,2
361,Can you give me an example of a request?,2
362,"Can I have a glass of water, please?",2
363,Can you please bring me a drink?,2
364,Can you please turn down the music? Its really loud and I cant concentrate,2
365,Could you please pass me the salt?,2
366,"Excuse me, could I please borrow a pen?",2
367,Could you please pass the salt?,2
368,"Excuse me, could I please have a glass of water?",2
369,Could you please hand me that book?,2
370,"Would you mind passing me the salt, please?",2
371,Please could you pass me the salt?,2
372,Would you mind giving me a hand with this heavy box?,2
373,Can I please have a cup of coffee?,2
374,Would it be possible for you to please help me with this?,2
375,Please could I have a glass of water?,2
376,"Excuse me, could I please have a glass of water?",2
377,Could you please help me with my homework?,2
378,"Would you mind passing me the salt, please?",2
379,May I please have a glass of water?,2
380,Could I please have a glass of water?,2
381,Could I please have a cup of coffee?,2
382,Can I please have a glass of water?,2
383,Can I please have a cup of water?,2
384,"Excuse me, can I please have a pen?",2
385,May I please have a glass of water?,2
386,"Can I have a glass of water, please?",2
387,Can I please have a glass of water?,2
388,Can I please have a cup of coffee?,2
389,May I please have a napkin?,2
390,Can I please have your name?  Can I please have your contact information?,2
391,Can you please provide me with more information about X?  Can you please,2
392,Can you please provide me with more information about X? I would appreciate it if you,2
393,Can I please get some more information on that? Im not sure I understand completely,2
394,Can you please provide me with more information on that?  Can you please,2
395,Can you please provide me with more information about your product? I would appreciate it if you,2
396,Could you please provide me with more information on your companys policies? or Could,2
397,Would it be possible to get more information on the project deadline?  Can,2
398,Can you please provide me with more information about X? or Can you please do,2
399,Can you please provide me with more information about your product? I’m interested in learning more,2
400,"Excuse me, could you please tell me where the nearest post office is?",2
401,Can you please give me more information about John?  Can you please do,2
402,Could you please provide me with more information about John? I would appreciate it if you could,2
403,Could you please provide me with more information about Dan? I would appreciate it if you,2
404,Can you please provide me with more information about Daniel? I would appreciate it if you could,2
405,Would it be possible to get more information on the project deadline?,2
406,Could you please provide me with more information about Suzan?  Would it be,2
407,Can you please tell me where the nearest post office is?,2
408,Can you please provide me with more information on that? I would appreciate it if you could,2
409,Can you please provide me with more information about the project? I would appreciate it if you,2
410,Can you please provide me with the information I need in order to complete this task?,2
411,"Excuse me, could you please tell me where the nearest post office is?",2
412,Could you please provide me with more information about Jennifer? or Could you please do,2
413,"I’m sorry to bother you, but could you please tell me where the nearest post",2
414,Could you please provide me with more information about Sheila?  Could you please,2
415,"I’m sorry to bother you, but could you please tell me where the bathroom is",2
416,Can you please provide me with more information about your services?,2
417,Could you please provide me with more information about your product?,2
418,I was wondering if you could help me with something,2
419,Can you please let me know what the status of my order is?,2
420,Can you please provide me with more information about your product?,2
421,Can I please have more information about the expenses?,2
422,Would it be possible to get more information on the project timeline?,2
423,"Hello, nice to meet you",3
424,"Hello, nice to see you",3
425,"Hello, how are you doing?",3
426,"Hello Sue, how are you?",3
427,Hello there,3
428,Nice to meet you.,3
429,So nice to meet you,3
430,I’ve been looking forward to meeting you,3
431,I’ve heard so much about you,3
432,Hello and welcome.,3
433,Good morning. How are you?,3
434,How are you?,3
435,What’s up,3
436,How are you going?,3
437,"Yo, what’s up?",3
438,Where’ve you been?,3
439,Whassup?,3
440,Hey man,3
441,Hey dude,3
442,How are you guys?,3
443,"Hey, what’s up",3
444,Cheers,3
445,You right?,3
446,How ya goin?,3
447,How are ya?,3
448,Howdy,3
449,What’s going on?,3
450,What do you know?,3
451,Happy new year!,3
452,Happy Christmas!,3
453,My father sends his regards,3
454,Good morning,3
455,"Hi, how are you?",3
456,Good night,3
457,Goodbye,3
458,Bye bye,3
459,Bye,3
460,See you later,3
461,See you,3
462,Good luck!,3
463,Well done!,3
464,Congratulations!,3
465,Wishing you all the best,3
466,Good morning! How are you today?,3
467,"Good morning, Mr. Jones",3
468,"Good morning, sir",3
469,Good morning,3
470,Good afternoon,3
471,Good evening,3
472,Good morning Daniel,3
473,Good to see you,3
474,"Hello, Susan",3
475,"Hello, Ming",3
476,"Hello, Mr. Yin",3
477,"Hello, how are you doing today?",3
478,"Hello, it's nice to meet you",3
479,"Hello, my name is Brennon",3
480,"Hello, my name is Delwin",3
481,"Hello, my name is Jiaying",3
482,"Hello, nice to meet you",3
483,"Hello, welcome",3
484,"Hi, I'm Gerry",3
485,"Hi, my name is Tove",3
486,I hope you have a great day,3
487,I hope you have a wonderful day,3
488,I hope you're doing well,3
489,I wish you all the best in your future endeavors,3
490,I'm glad to meet you,3
491,It's nice to meet you,3
492,Nice to meet you,3
493,Welcome! I'm glad to see you,3
494,Welcome! I'm glad you're here,3
495,Welcome! I'm so glad you could join us,3
496,Welcome! My name is Dale and it's nice to meet you,3
497,Great to meet you! Wishing you all the best,3
498,Great to see you!,3
499,Have a great day!,3
500,"Hello, it is nice to meet you",3
501,"Hello, my friend",3
502,"Hello, my name is Alexandros",3
503,Hi there! Welcome to our shop! Let me know if you need any help finding anything,3
504,"Hi, My name is Michelle and it's nice to meet you",3
505,"Hi, it's nice to meet you",3
506,"Hi, my name is Anwar",3
507,I hope you have a great day,3
508,I hope you have a wonderful day,3
509,I'm glad to meet you,3
510,It's nice to meet you,3
511,May the best of what this life has to offer be yours today and always,3
512,May you always be blessed with good health and happiness,3
513,May you have a wonderful day!,3
514,May you live a long and happy life,3
515,Nice to meet you! Please welcome in.,3
516,Welcome! It's great to see you again,3
517,Welcome! It's nice to meet you,3
518,Welcome! It's so nice to meet you,3
519,Welcome! Thank you for coming,3
520,I’m so happy to see you,3
521,"Hi, this is ant Zhang. Welcome uncle.",3
522,Long time no seen. It is such a pleasure meeting you again.,3
523,"I’m sorry to say this, but the soup is cold",4
524,I’d like to make a complaint about the package that didn’t arrive,4
525,I’m afraid I’d like to complain to you.,4
526,"Excuse me, but I’m really not happy with your behavior",4
527,"Excuse me, but there seems to be a problem with the machine",4
528,There appears to be something wrong with the car I bought from you,4
529,I was really upset when you didn’t arrive,4
530,I was expecting you to support me but you didn’t,4
531,That’s just not acceptable.,4
532,It’s a disgrace.,4
533,What a shame!,4
534,Its too cold,4
535,Its too hot,4
536,The sofa is itching,4
537,You are always late!,4
538,The beef is too spicy,4
539,My boyfriend made a terrible dinner yesterday,4
540,"The movie was very bad, I regret that we watched it",4
541,I’m afraid that I still haven’t got my reservation,4
542,I think you may have forgotten to bring my drink.,4
543,Why did you forget to pick me up from the airport?!,4
544,I don’t like the way you treated me,4
545,The way you talk to me is unacceptable,4
546,How could you miss it?!,4
547,You should definitely come with us!,4
548,"Oh, this is too expensive for its value",4
549,Why did you open my letter?,4
550,Didn’t you promise me not to open my letter again?,4
551,I’m talking to my classmate. Would you please be quiet?,4
552,Don’t you ever do it again!,4
553,You have failed me again,4
554,Your dog is barking all night!,4
555,I would like you to compensate me for the damage done,4
556,So you didn’t remember to bring me my language?!,4
557,"Hi John, why didn’t you call me yesterday",4
558,I’m pissed off by their attitude,4
559,I’m angry that they didn’t invite me,4
560,I’m angry that they allow themselves to talk like that,4
561,How is it that you never take me into account!,4
562,She is the most inconsiderate person I’ve ever knew,4
563,The soup is not tasty,4
564,The chicken isn’t cooked enough,4
565,Some salt is missing from the dish,4
566,My brother Peter behaved in an embarrassing way,4
567,My mother is always trying to force me to do things,4
568,My mother always has something to say,4
569,My sister is inconsiderate,4
570,Ming’s mother-in-law always criticize my daughter’s cooking,4
571,"Despite my repeated emails, you still haven’t replied to my complaints",4
572,Why do you behave like an asshole?,4
573,Are you still trying to insult me?,4
574,The trip is too slow,4
575,He always ignores my requests,4
576,My son doesn’t visit me enough,4
577,My daughter isn’t ready to help me cook while she is at home,4
578,My son isn’t ready to invest efforts in finding a decent job,4
579,Jiaying talks too much,4
580,The meeting is very boring,4
581,I’m waiting for my reservation for too long,4
582,How is it that you always forget to inform me that the meeting is canceled?!,4
583,She is such a snob and never talk with me,4
584,I wish she could have love me more than she do,4
585,You shouldn't have taken my blouse without asking my permission,4
586,You are really mean,4
587,"Mum, Ming hit me!",4
588,It is a disgusting sausage,4
589,She used my car without my permission!,4
590,He is always making laugh of me,4
591,Your son behavior is the class was outrageous,4
592,I don’t understand why you prefer his work to mine,4
593,I think that you don’t appreciate me enough,4
594,Why didn’t you visit us for such a long time?,4
595,I don’t like the way she designed my kitchen,4
596,Why didn’t you call me yesterday? I was worried.,4
597,His critique of my work was painful,4
598,"You stubborn man, why do you never listen to me?!",4
599,"The jeans are too tight, I would like to replace it",4
600,People have always mistreated me,4
601,I never enjoyed their company,4
602,I was sending you my proposal but received no response,4
603,I believe that you have mischarged me from too much money,4
604,My room is not cleaned enough,4
605,"Your driver was late, and I had to wait in the rain",4
606,My exam was not fairly judged by my teacher,4
607,It is not fair,4
608,I believe that I have been discriminated,4
609,You don’t respect me as you should do,4
610,Yang is not respecting my parents,4
611,How is it that the room is not ready yet?,4
612,Are you serious?! I have asked you to do it several times and you still ignore me!,4
613,The beer is sour and hot. I would like to replace it.,4
614,She is treating me as if I was her servant,4
615,My wife forgot about me,4
616,My husband is always complaining about my financial behavior,4
617,My daughter is always late for family gatherings,4
618,I’m sure you could have done better if you wish to,4
619,He is not a nice person to work with,4
620,My boss is an awful person,4
621,Dmitry is always screwing up,4
622,Cho messed my apartment again,4
623,You are highly appreciated,5
624,What a wonderful dress!,5
625,I love the way you look,5
626,You are the best person to do this job,5
627,Your son is the most intelligent student in the class,5
628,She is the strongest athlete on our team,5
629,They are the best friend we have ever had,5
630,Wow! Your car looks amazing!,5
631,I love your new apartment.,5
632,I like the way you play the guitar.,5
633,I love how you can paint such a nice painting.,5
634,That’s a really nice rug.,5
635,That’s a great-looking car of yours.,5
636,Those are delicious dishes that you made.,5
637,You did a good job!,5
638,You cooked a really tasty meal!,5
639,You made an impressive speech up there! Congratulation!,5
640,You sang that song really well!,5
641,You did the interview very well!,5
642,You cooked the beef perfectly!,5
643,You have a beautiful living room.,5
644,She has lovely eyes.,5
645,They have an amazing kitchen packed with modern cooking supplies and ingredients.,5
646,What a beautiful picture!,5
647,What a lovely baby you have!,5
648,What an elegant dress!,5
649,What a great job you have done with this project!,5
650,Nice game!,5
651,Good shot!,5
652,Great show!,5
653,Wonderful trip!,5
654,Isn’t she lovely!,5
655,Isn’t your ring beautiful!,5
656,Isn’t tonight memorable!,5
657,How kind of you to say so.,5
658,It’s very nice/kind of you to say so.,5
659,Thank you so much.,5
660,Thanks for your compliments.,5
661,I’m glad you like it,5
662,I’m delighted to hear that.,5
663,You’re cool!,5
664,Your’e awesome!,5
665,Your’e amazing!,5
666,I’m proud of you.,5
667,You are beautiful,5
668,You are very handsome,5
669,You’re so cute,5
670,Your eyes are very attractive,5
671,Her outfit is mesmerizing,5
672,These clothes suit you well!,5
673,How are you so stylish?!,5
674,You look very elegant today,5
675,You look good today,5
676,Your makeup look is so exquisite today!,5
677,She has a talented and handsome son,5
678,You are so funny!,5
679,He definitely has a great sense of humor,5
680,You are very talented,5
681,She is smart and handsome,5
682,You have great temperament,5
683,You’re one of a kind,5
684,You made me want to be a better person!,5
685,You are the most perfect in my heart!,5
686,Beautiful work,5
687,You are very professional,5
688,I am very satisfied with your work performance,5
689,You are everyone's role model,5
690,You’re freaking awesome!,5
691,You’re so beautiful!,5
692,You’re so nice to me,5
693,You’re so good to me,5
694,I really like you,5
695,She is such a good friend,5
696,You look vibrant today,5
697,You’re perfect to me,5
698,Your work is perfect,5
699,You’ve submitted a perfect exam,5
700,Your son is great!,5
701,You look gorgeous in this dress,5
702,They have good looking children,5
703,They house is very beautiful and stylish,5
704,You are a clever student,5
705,He is the most reliable person I’ve ever met,5
706,You are very interesting and it’s a pleasure to talk with you,5
707,Wonderful!,5
708,Well done! You have made a great work,5
709,Your resume is impressive.,5
710,My wife is the best person I know,5
711,Your inside is even more beautiful than your outside.,5
712,That jacket looks nice on you.,5
713,"I know that it was a tough project, but your performance exceeded my expectations.",5
714,You are an awesome friend.,5
715,I love your cooking.,5
716,You have a very good taste,5
717,You have a way with words.,5
718,"Wow, Peter, you look great! Meeting your girlfriend?",5
719,It’s very tasty. The soup is just right and the meat is well seasoned. Makes me want to have another bowl.,5
720,"John, I’m so proud of you.",5
721,"You are serious in your work, I can count on you.",5
722,You look fantastic,5
